"#","RefDes","Value","Part"
"1","C1","0.1uF","CL05B104KO5NNNC"
"2","C2","10uF","CL10A106MP8NNNC"
"3","J1","","Part 1"
"4","U1","","MP34DB01TR1"
"5","U2","","MP34DB01TR"
